"id","WT-1_fpkm","WT-2_fpkm","WT-3_fpkm","KO-1_fpkm","KO-2_fpkm","KO-3_fpkm","WT-12h-1_fpkm","WT-12h-2_fpkm","WT-12h-3_fpkm","WT-24h-1_fpkm","WT-24h-2_fpkm","WT-24h-3_fpkm","KO-12h-1_fpkm","KO-12h-2_fpkm","KO-12h-3_fpkm","KO-24h-1_fpkm","KO-24h-2_fpkm","KO-24h-3_fpkm","WT-1_count","WT-2_count","WT-3_count","KO-1_count","KO-2_count","KO-3_count","WT-12h-1_count","WT-12h-2_count","WT-12h-3_count","WT-24h-1_count","WT-24h-2_count","WT-24h-3_count","KO-12h-1_count","KO-12h-2_count","KO-12h-3_count","KO-24h-1_count","KO-24h-2_count","KO-24h-3_count","Symbol","Description","KEGG_A_class","KEGG_B_class","Pathway","K_ID","GO Component","GO Function","GO Process"
"C2R79_RS03745",8334.54,8139.86,8149.99,15311.82,15027.97,15283.54,10739.97,10610.21,10561.89,6593.55,7112.7,7052.78,10922.97,10697.13,11074.32,9528.26,9445.79,9487.14,55690,51552,93493,66865,92035,63841,133915,87448,98352,75464,79048,89860,48651,44540,55641,64363,49076,52388,"--","Hop family adhesin AlpA [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03750",10.53,10.87,11.87,13.67,17.99,22.16,43.2,40.57,43.06,12.84,11.64,14.95,54.97,45.94,60,23.45,22.09,23.69,92,90,178,78,144,121,704,437,524,192,169,249,320,250,394,207,150,171,"uvrD","ATP-dependent helicase [Helicobacter pylori]","Genetic Information Processing;Genetic Information Processing","Replication and repair;Replication and repair","ko03430//Mismatch repair;ko03420//Nucleotide excision repair","K03657;K03657","-","-","-"
"C2R79_RS03755",4.61,4.02,7.12,9.81,15.08,16.02,32.2,25.01,27.45,9.24,14.57,10.93,39.07,27.65,32.77,14.07,17.52,17.94,23,19,61,32,69,50,300,154,191,79,121,104,130,86,123,71,68,74,"hincIIM","class I SAM-dependent methyltransferase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03760",22.74,22.02,21.49,50.76,52.46,39.35,187.94,183.71,198.97,96.61,128.4,112.19,188.43,209.34,202.73,87.38,127.98,115.45,61,56,99,89,129,66,941,608,744,444,573,574,337,350,409,237,267,256,"--","restriction endonuclease [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03765",100.04,105.41,97.99,69.1,73.42,79.19,67.8,67.52,60.31,60.35,61.22,51.26,54.31,58.92,42.36,80.48,65.97,71.52,782,781,1315,353,526,387,989,651,657,808,796,764,283,287,249,636,401,462,"flgE","flagellar hook protein FlgE [Helicobacter pylori]","Cellular Processes","Cell motility","ko02040//Flagellar assembly","K02390","-","-","-"
"C2R79_RS03770",95.52,111.16,95.62,78.59,92.18,90.22,77.3,63.63,72.33,54.51,53.1,42.42,46.09,58.93,61.92,64.81,63.59,76.38,398,439,684,214,352,235,601,327,420,389,368,337,128,153,194,273,206,263,"--","flagellar hook assembly protein FlgD [Helicobacter pylori]","Cellular Processes","Cell motility","ko02040//Flagellar assembly","K02389","-","-","-"
"C2R79_RS03775",130.81,143.41,135.99,36.39,35.48,27.69,7.74,4.52,4.75,5.8,3.71,1.74,1.35,2.17,2.8,0.15,0.58,0.73,869,903,1551,158,216,115,96,37,44,66,41,22,6,9,14,1,3,4,"--","flagellar hook-length control protein FliK [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03785",38.35,42.19,45.63,117.37,82.36,82.24,181.48,181.6,189.13,107.19,99.35,101.85,215.46,222.62,232.24,130.77,115.44,121.95,94,98,192,188,185,126,830,549,646,450,405,476,352,340,428,324,220,247,"ackA","acetate kinase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Energy metabolism;Carbohydrate metabolism;Energy metabolism;Carbohydrate metabolism;Metabolism of other amino acids","ko01100//Metabolic pathways;ko01120//Microbial metabolism in diverse environments;ko01200//Carbon metabolism;ko00720//Carbon fixation pathways in prokaryotes;ko00620//Pyruvate metabolism;ko00680//Methane metabolism;ko00640//Propanoate metabolism;ko00430//Taurine and hypotaurine metabolism","K00925;K00925;K00925;K00925;K00925;K00925;K00925;K00925","-","-","-"
"C2R79_RS03795",0,0.82,0,3.56,4.23,1.24,0,0,1.11,1.36,0.47,0.81,0,2.49,0,0.77,4.99,0,0,1,0,3,5,1,0,0,2,3,1,2,0,2,0,1,5,0,"--","cupin domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03805",607.75,597.44,621.02,777.62,790.13,780.8,564.17,556.85,625.41,1099.08,1135.31,1049.02,665.25,638.42,616.04,1118.71,1077.43,1027.63,1905,1775,3342,1593,2270,1530,3300,2153,2732,5901,5919,6270,1390,1247,1452,3545,2626,2662,"hypB","hydrogenase/urease nickel incorporation protein HypB [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03810",166.82,137.7,164.62,219.22,220.56,207.21,62.58,73.99,61.96,132.91,120.36,93.66,105.99,67.72,79.61,111.63,83.29,106.87,170,133,288,146,206,132,119,93,88,232,204,182,72,43,61,115,66,90,"hypC","HypC/HybG/HupF family hydrogenase formation chaperone [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03815",145.23,145.72,149.95,325.49,324.88,288.46,1076.66,922.76,978.8,983.39,940.35,934.32,1246.7,1155.55,1184.1,1201.32,1190.77,1321.64,695,661,1232,1018,1425,863,9615,5447,6528,8061,7485,8526,3977,3446,4261,5812,4431,5227,"hypD2","hydrogenase formation protein HypD [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03835",9957.24,10000.78,9886.58,14078.31,14092.39,14001.29,4040.46,4183.45,4025.2,8531.35,8307,8300.13,4746.55,4761.52,4805.05,7697.99,7222.94,7614.65,62765,59751,106992,57997,81418,55173,47527,32527,35360,92113,87093,99764,19944,18703,22775,49055,35402,39667,"--","Hop family adhesin BabA [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03840",0.74,4.28,2.58,2.82,2.82,1.18,1.78,0.9,0,1.72,0.89,0.58,2.22,0,2.45,0.37,2.37,0,2,11,12,5,7,2,9,3,0,8,4,3,4,0,5,1,5,0,"--","DUF874 family protein, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03850",31.26,33.64,44.79,78.1,83.9,70.01,195.32,205.28,225.2,117.89,143.96,122.3,192.27,216.71,224.49,123.07,117.39,133.14,50,51,123,81.64,123,70,583,405,502,323,383,373,205,216,270,199,146,176,"--","DUF874 family protein, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03860",21.8,32.59,24.34,27.8,41.63,43.6,0.97,2.95,5.22,6.36,1.09,10.48,2.73,2.92,2.42,7.19,0,2.2,12,17,23,10,21,15,1,2,4,6,1,11,1,1,1,4,0,1,"--","outer membrane beta-barrel protein, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03865",512.33,520.97,515.11,1132.05,1138.18,1136.3,1097.07,1133,1076.27,785.4,799.45,736.45,1652.21,1732.24,1610.35,1310.3,1336.75,1265.37,1216,1172,2099,1756,2476,1686,4859,3317,3560,3193,3156,3333,2614,2562,2874,3144,2467,2482,"--","outer membrane beta-barrel protein, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03870",89.53,72.57,60.42,168.74,183.46,171.17,80.75,97.37,69.73,79.04,88.62,84.75,168.72,127.91,152.47,156.61,161.49,125.52,82,63,95,101,154,98,138,110,89,124,135,148,103,73,105,145,115,95,"--","membrane protein, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03875",1063.18,960.24,1098.39,1780.84,1910.23,1829.54,37.77,30.2,41.9,70.53,49.64,50.16,60.42,51.7,66.95,47.8,56.97,52.39,1056,904,1873,1156,1739,1136,70,37,58,120,82,95,40,32,50,48,44,43,"--","YdcH family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03880",417.97,407.89,420.72,850.76,863.97,824.34,170.58,156.53,163.73,258.21,248.44,250.46,200.37,175.9,207.41,251.76,215.86,246.02,4572,4229,7901,6082,8662,5637,3482,2112,2496,4838,4520,5224,1461,1199,1706,2784,1836,2224,"alaS","alanine--tRNA ligase [Helicobacter pylori]","Genetic Information Processing","Translation","ko00970//Aminoacyl-tRNA biosynthesis","K01872","-","-","-"
"C2R79_RS03885",47.08,39.82,37.83,130.42,154.55,136.99,13.92,17.11,16.02,28.2,21.72,25.76,34.1,31.92,33.47,25.29,11.48,32.41,116,93,160,210,349,211,64,52,55,119,89,121,56,49,62,63,22,66,"HPSH_06415","septum formation inhibitor Maf [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03890",4.59,2.42,3.34,13.18,14.41,10.1,2.77,6.05,2.88,7.38,3.45,3.31,6.89,8.29,3.05,2.27,1.48,1.39,8,4,10,15,23,11,9,13,7,22,10,11,8,9,4,4,2,2,"--","membrane protein [Helicobacter pylori FD568] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03895",42.37,50.41,71.93,115.86,148.51,135.55,123.66,87.7,87.97,87.89,83.46,90.29,113.6,112.83,119.88,65.98,27.82,63.26,47,53,137,84,151,94,256,120,136,167,154,191,84,78,100,74,24,58,"--","membrane protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03900",269.13,263.68,267.7,295.31,282.53,307.99,508.94,511.05,463.95,494.75,494.89,495.15,529.42,672.17,565.96,530.84,579.75,521.96,1163,1080,1986,834,1119,832,4104,2724,2794,3662,3557,4080,1525,1810,1839,2319,1948,1864,"amiF","formamidase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Carbohydrate metabolism;Energy metabolism;Metabolism of other amino acids","ko01100//Metabolic pathways;ko01200//Carbon metabolism;ko00630//Glyoxylate and dicarboxylate metabolism;ko00910//Nitrogen metabolism;ko00460//Cyanoamino acid metabolism","K01455;K01455;K01455;K01455;K01455","-","-","-"
"C2R79_RS03905",463.7,435.71,455.76,483.63,460.03,503.95,108.39,93.94,101.79,167.07,159.04,168.14,135.48,123.08,123.11,170.09,156.45,177.63,2249,2003,3795,1533,2045,1528,981,562,688,1388,1283,1555,438,372,449,834,590,712,"carA","glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit [Helicobacter pylori]","Metabolism;Metabolism;Metabolism","Global and overview maps;Nucleotide metabolism;Amino acid metabolism","ko01100//Metabolic pathways;ko00240//Pyrimidine metabolism;ko00250//Alanine, aspartate and glutamate metabolism","K01956;K01956;K01956","-","-","-"
"C2R79_RS03910",135.67,127.57,128.84,108.95,132.39,121.99,123.5,99.06,106.12,148.82,168.96,141.85,133.37,114.94,114.87,137.95,134.38,148.87,322,287,525,169,288,181,547,290,351,605,667,642,211,170,205,331,248,292,"--","DUF507 family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03915",15.09,15.73,14.22,20.82,18.91,15.8,125.83,99.11,109.25,66.26,71.37,77.3,120.21,99.59,111.28,86.82,86.76,84.34,81,80,131,73,93,53,1260,656,817,609,637,791,430,333,449,471,362,374,"--","integral membrane protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03920",102.93,112.43,100.73,122.98,120.79,87.1,273.16,251.4,242.23,182.25,174.9,161.13,207.71,230.92,229.99,233.64,229.08,240.01,397,411,667,310,427,210,1966,1196,1302,1204,1122,1185,534,555,667,911,687,765,"jhp_1155","DMT family transporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03925",154.04,150.83,135.47,39.28,20.87,42.68,32.64,24.9,27.45,89.05,74.45,75.24,15.1,12.93,14.73,15.44,13.6,15.23,306,284,462,51,38,53,121,61,76,303,246,285,20,16,22,31,21,25,"--","Uncharacterised protein [Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03930",4.48,5.58,5.93,20.86,15.1,17.25,161.38,115.14,149.51,47.28,51.38,49.09,157.51,133.88,165.88,84.13,60.19,85.44,22,26,50,67,68,53,1480,698,1024,398,420,460,516,410,613,418,230,347,"folP","dihydropteroate synthase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00790//Folate biosynthesis","K00796;K00796","-","-","-"
"C2R79_RS03935",6.02,6.72,6.19,15.17,14.29,10.76,67.72,55.1,52.58,25.01,32.99,24.13,64.79,58.51,64.97,28.36,20.03,29.13,17,18,30,28,37,19,357,192,207,121,155,130,122,103,138,81,44,68,"--","DNA polymerase III subunit delta' [Helicobacter pylori]","Genetic Information Processing;Genetic Information Processing;Genetic Information Processing","Replication and repair;Replication and repair;Replication and repair","ko03440//Homologous recombination;ko03430//Mismatch repair;ko03030//DNA replication","K02341;K02341;K02341","-","-","-"
"C2R79_RS03940",58.68,54.68,54.14,133.04,109.35,116.47,371.37,329.53,366.96,218.55,273.48,279.43,366.89,338.17,356.57,338.09,327.75,336.36,137,121,217,203,234,170,1618,949,1194,874,1062,1244,571,492,626,798,595,649,"--","DNA replication regulator family protein [Helicobacter pylori UM077] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03945",87.07,87.63,79.41,197.21,185.41,182.65,85.95,88.7,84.67,60.87,61.19,57.78,93.67,98.97,94.46,84.99,80.79,81.1,456,435,714,675,890,598,840,573,618,546,533,577,327,323,372,450,329,351,"lysC","aspartate kinase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Amino acid metabolism;Amino acid metabolism;Global and overview maps;Biosynthesis of other secondary metabolites","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01230//Biosynthesis of amino acids;ko00270//Cysteine and methionine metabolism;ko00260//Glycine, serine and threonine metabolism;ko00300//Lysine biosynthesis;ko01210//2-Oxocarboxylic acid metabolism;ko00261//Monobactam biosynthesis","K00928;K00928;K00928;K00928;K00928;K00928;K00928;K00928;K00928","-","-","-"
"C2R79_RS03950",88.95,69.21,83.07,145.23,158.32,166.94,184.02,155.11,161.18,95.16,83.36,91.48,192.34,204.95,182.4,121.91,123.35,100.42,179,132,287,191,292,210,691,385,452,328,279,351,258,257,276,248,193,167,"rppH","RNA pyrophosphohydrolase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03955",827.98,964.62,899.38,727.62,826.63,873.18,20.56,26.57,20.07,18.2,18.26,20.96,39.57,17.96,18.07,33.99,23.64,19.34,1036,1144,1932,595,948,683,48,41,35,39,38,50,33,14,17,43,23,20,"HP_1227","cytochrome c [Helicobacter pylori]","Environmental Information Processing","Signal transduction","ko02020//Two-component system","K08738","-","-","-"
"C2R79_RS03960",17.92,16.55,18.79,22.97,22.98,19.35,7.32,8.36,8.68,7.72,5.79,7.64,12.1,11.51,11.32,6.21,4.61,6.24,80,70,144,67,94,54,61,46,54,59,43,65,36,32,38,28,16,23,"hemW","coproporphyrinogen III oxidase family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03965",21.3,29.97,25.16,36.22,43.91,27.45,99.89,86.84,98.09,60.46,47.68,58.35,113.64,94.97,86.57,48,48.71,54.42,36,48,73,40,68,29,315,181,231,175,134,188,128,100,110,82,64,76,"crcB","fluoride efflux transporter CrcB [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03970",8.27,12.72,12.44,19.51,19.55,13.23,56.5,48.32,55.38,24.14,28.38,22.41,41.35,40.36,49.95,22.15,23.93,22.51,24,35,62,37,52,24,306,173,224,120,137,124,80,73,109,65,54,54,"--","uroporphyrinogen-III synthase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko00860//Porphyrin and chlorophyll metabolism","K01719;K01719;K01719;K01719","-","-","-"
"C2R79_RS03975",277.97,246.84,257.91,281.05,264.41,288.24,881.02,1063.92,1072.45,791.02,917.07,837.66,1100.13,930.25,985.47,1367.19,1720.06,1376.67,398,335,634,263,347,258,2354,1879,2140,1940,2184,2287,1050,830,1061,1979,1915,1629,"--","rhodanese-like domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03980",152.43,152.96,149.15,207.8,207.39,208.08,111.56,102.14,106.44,134.54,118.52,124.84,122.07,116,125.53,142.36,140.44,152.15,1862,1771,3128,1659,2322,1589,2543,1539,1812,2815,2408,2908,994,883,1153,1758,1334,1536,"D2HGDH","D-lactate dehydrogenase (dld) [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03985",71.59,61.26,69.56,120.64,126.69,109.76,235.47,246.32,255.18,190.86,212.22,216.43,318.22,329.81,336.93,312.28,362.74,323.73,217,176,362,239,352,208,1332,921,1078,991,1070,1251,643,623,768,957,855,811,"uppS","di-trans,poly-cis-decaprenylcistransferase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism;Metabolism of terpenoids and polyketides","ko01110//Biosynthesis of secondary metabolites;ko00550//Peptidoglycan biosynthesis;ko00900//Terpenoid backbone biosynthesis","K00806;K00806;K00806","-","-","-"
"C2R79_RS03990",30.47,29.64,25.83,52.84,62.79,51.44,149.12,129.82,171.74,100.4,109.3,101.37,184.86,171.67,188.64,134.95,129.31,152.38,90,83,131,102,170,95,822,473,707,508,537,571,364,316,419,403,297,372,"yhcG","ABC transporter ATP-binding protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04000",291.12,289.63,282.19,644.46,642.62,618.88,901.74,860.97,874.59,485.29,499.1,512.46,909.87,926.76,876.7,612.75,646.77,653.34,1596,1505,2656,2309,3229,2121,9225,5822,6682,4557,4551,5357,3325,3166,3614,3396,2757,2960,"purD","phosphoribosylamine--glycine ligase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Nucleotide metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko00230//Purine metabolism","K01945;K01945;K01945","-","-","-"
"C2R79_RS04005",20.35,32.2,33.87,147.53,118.41,106.18,241.73,234.9,255.19,115.41,143.03,124,242.05,215.38,221.66,105.44,112.79,115.5,42,63,120,199,224,137,931,598,734,408,491,488,333,277,344,220,181,197,"--","RDD family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04010",3.7,4.56,4.25,15.57,16.49,15.46,136.53,110.53,137.3,30.79,29.24,29.17,120.62,109.06,129.49,34.78,34.51,39.94,36,42,71,99,147,94,2478,1326,1861,513,473,541,782,661,947,342,261,321,"lptD","LPS-assembly protein LptD [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04015",22.76,33.76,31.51,72.69,69.82,65.96,79.02,79.16,84.03,44.1,39.07,46.54,83.14,91.06,89.94,54.17,52.61,63.87,69,97,164,144,194,125,447,296,355,229,197,269,168,172,205,166,124,160,"--","phosphoribosyltransferase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04020",73.14,73.72,73.01,189.21,179.23,164.15,405.85,372.99,369.37,275.56,294,297.16,359.36,345.42,370.2,339.57,328.19,346.77,650,621,1114,1099,1460,912,6731,4089,4575,4195,4346,5036,2129,1913,2474,3051,2268,2547,"pnp","polyribonucleotide nucleotidyltransferase [Helicobacter pylori]","Genetic Information Processing","Folding, sorting and degradation","ko03018//RNA degradation","K00962","-","-","-"
"C2R79_RS04025",404.44,403.55,358.69,696.05,673.46,680.88,159.51,219.97,143.79,61.06,64.2,67.5,200.78,196,205.22,107.07,103.46,70.8,553,523,842,622,844,582,407,371,274,143,146,176,183,167,211,148,110,80,"atpE","F0F1 ATP synthase subunit C [Helicobacter pylori]","Metabolism;Metabolism;Metabolism","Global and overview maps;Energy metabolism;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation;ko00195//Photosynthesis","K02110;K02110;K02110","GO:0031224//intrinsic component of membrane;GO:0033177//proton-transporting two-sector ATPase complex, proton-transporting domain","GO:0005488//binding;GO:0015077//monovalent inorganic cation transmembrane transporter activity","GO:0006754//ATP biosynthetic process;GO:0015988//energy coupled proton transmembrane transport, against electrochemical gradient"
"C2R79_RS04040",23.89,27.1,24.42,86.9,100.81,111.75,55.79,56.27,54.33,37.89,48.51,46.57,70.32,65.82,72.53,51.27,55.65,55.63,53,57,93,126,205,155,231,154,168,144,179,197,104,91,121,115,96,102,"cysE","serine acetyltransferase [Helicobacter pylori FD577] [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Cellular Processes;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Cellular community - prokaryotes;Energy metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01230//Biosynthesis of amino acids;ko01200//Carbon metabolism;ko00270//Cysteine and methionine metabolism;ko05111//Biofilm formation - Vibrio cholerae;ko00920//Sulfur metabolism","K00640;K00640;K00640;K00640;K00640;K00640;K00640;K00640","-","-","-"
"C2R79_RS04050",9.63,15.12,13,84.47,86.89,96.2,193.62,174.07,195.71,130.16,106.35,114.21,249.52,235.62,204.95,99.69,107.25,106.6,41,61,95,235,339,256,1538,914,1161,949,753,927,708,625,656,429,355,375,"nlaIIIM","DNA adenine methylase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04055",77.52,77.76,75.73,117.56,103.17,107.33,31.86,34.38,30.18,51.15,41.59,38.65,49.02,56.35,52.7,62.24,50.52,56.37,223,212,374,221,272,193,171,122,121,252,199,212,94,101,114,181,113,134,"--","HAD family hydrolase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04060",39.1,41.53,45.47,61.05,50.4,47.33,132.88,135.9,142.48,117.49,119.38,112.98,154.87,140.31,145.83,126.48,129.83,136.58,292,294,583,298,345,221,1852,1252,1483,1503,1483,1609,771,653,819,955,754,843,"pglK","ABC transporter ATP-binding protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04085",4446.56,4421.78,4414.6,5911.72,5913.54,6055.99,18664.89,18978.12,18150.92,11066.05,11476.63,11800.07,16128.15,16633.91,16245.21,13886.58,14514.69,12910.83,22943,21625,39106,19935,27966,19534,179714,120784,130518,97801,98492,116097,55471,53482,63028,72435,58233,55053,"tuf","elongation factor Tu [Helicobacter pylori]","Organismal Systems","Environmental adaptation","ko04626//Plant-pathogen interaction","K02358","GO:0044424//intracellular part","GO:0008135//translation factor activity, RNA binding;GO:0017111//nucleoside-triphosphatase activity;GO:0032550//purine ribonucleoside binding","GO:0010467//gene expression;GO:0034645//cellular macromolecule biosynthetic process"
"C2R79_RS04090",355.44,378.09,362.95,552.81,566.54,617.71,73.68,71.15,50.38,44.41,51.01,52.93,107.52,65.72,97.26,70.9,37.62,49.56,243,245,426,247,355,264,94,60,48,52,58,69,49,28,50,49,20,28,"rpmG","50S ribosomal protein L33 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02913","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS04100",28.43,32.72,48.17,69.19,111.37,121.94,38.77,37.71,27.81,12.07,14.76,18.3,67.84,39.4,39.52,23.01,18.28,17.2,22,24,64,35,79,59,56,36,30,16,19,27,35,19,23,18,11,11,"--","preprotein translocase subunit SecE [Helicobacter pylori]","Environmental Information Processing;Genetic Information Processing;Cellular Processes","Membrane transport;Folding, sorting and degradation;Cellular community - prokaryotes","ko03070//Bacterial secretion system;ko03060//Protein export;ko02024//Quorum sensing","K03073;K03073;K03073","GO:0031224//intrinsic component of membrane","GO:0008320//protein transmembrane transporter activity","GO:0006886//intracellular protein transport"
"C2R79_RS04105",59.46,72.03,63.37,128.73,148.98,128.24,36.82,32.85,34.13,22.89,20.92,19.4,49.56,53.72,48.62,40.52,34.56,28.25,135,155,247,191,310,182,156,92,108,89,79,84,75,76,83,93,61,53,"nusG","transcription antitermination protein NusG [Helicobacter pylori 52] [Helicobacter pylori]","-","-","-","-","-","-","GO:0031555//transcriptional attenuation"
"C2R79_RS04110",377.25,377.27,399.72,669.95,657,599.09,987.1,975.06,1063.58,647.66,674.52,633.6,1506.98,1366.73,1472.42,1193.47,1070.03,1146.82,691,655,1257,802,1103,686,3374,2203,2715,2032,2055,2213,1840,1560,2028,2210,1524,1736,"rplK","50S ribosomal protein L11 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02867","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity;GO:0019843//rRNA binding","GO:0010467//gene expression"
"C2R79_RS04115",1060.59,1113.74,1097.75,2033.2,1934.94,2098.13,6473.72,6164.89,6216.06,3905.6,4219.04,4187.21,8084.07,7981.14,8336.05,8246.34,8755.43,8153.59,3215,3200,5713,4028,5376,3976,36620,23051,26260,20279,21272,24203,16335,15076,19001,25271,20637,20426,"rplA","50S ribosomal protein L1 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02863","GO:0044391//ribosomal subunit","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010608//posttranscriptional regulation of gene expression"
"C2R79_RS04120",760.2,766.85,771.2,1739.76,1722.39,1697.8,3330.28,3216,3171.43,1407.43,1359.58,1461.15,4331.28,4296.21,4408.86,3875.58,4055.71,4177.52,1618,1547,2818,2420,3360,2259,13227,8443,9407,5131,4813,5930,6145,5698,7056,8339,6712,7348,"rplJ","50S ribosomal protein L10 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02864","-","-","-"
"C2R79_RS04125",42.45,44.79,45.16,110.15,129.56,114.17,34.62,34.42,45.03,17.6,14.43,14.2,77.53,47.39,56.46,46.86,41.94,57.33,69,69,126,117,193,116,105,69,102,49,39,44,84,48,69,77,53,77,"rplL","50S ribosomal protein L7/L12 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02935","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS04130",164.49,165.59,164.81,338.26,323.52,340.8,905.51,839.79,875.18,457.34,472.82,475.88,1066.49,990.31,1116.89,975.23,852.75,1027.82,6134,5853,10552,8244,11058,7945,63014,38629,45484,29213,29327,33839,26511,23013,31319,36766,24727,31676,"rpoBC","DNA-directed RNA polymerase subunit beta/beta' [Helicobacter pylori]","Genetic Information Processing","Transcription","ko03020//RNA polymerase","K13797","-","-","-"
"C2R79_RS04135",372.8,383.69,340.32,584.38,641.2,627.34,1903.37,1894.74,1868.01,660.26,785.51,782.33,2066.03,2096.63,2156.73,1424.86,1375.28,1429.86,654,638,1025,670,1031,688,6231,4100,4567,1984,2292,2617,2416,2292,2845,2527,1876,2073,"rpsL","30S ribosomal protein S12 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02950","GO:0044391//ribosomal subunit","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
